pid	gid	pname
PWY-381	Zm00001d025718	nitrate reduction II (assimilatory)
PWY-381	Zm00001d018206	nitrate reduction II (assimilatory)
PWY-381	Zm00001d046987	nitrate reduction II (assimilatory)
PWY-381	Zm00001d052139	nitrate reduction II (assimilatory)
PWY-695	Zm00001d040011	abscisic acid biosynthesis
PWY-695	Zm00001d008530	abscisic acid biosynthesis
PWY-695	Zm00001d045172	abscisic acid biosynthesis
PWY-695	Zm00001d033377	abscisic acid biosynthesis
PWY-695	Zm00001d023458	abscisic acid biosynthesis
PWY-695	Zm00001d051556	abscisic acid biosynthesis
PWY-695	Zm00001d000157	abscisic acid biosynthesis
PWY-695	Zm00001d007876	abscisic acid biosynthesis
PWY-695	Zm00001d013689	abscisic acid biosynthesis
PWY-695	Zm00001d008638	abscisic acid biosynthesis
PWY-695	Zm00001d009286	abscisic acid biosynthesis
PWY-695	Zm00001d031086	abscisic acid biosynthesis
PWY-695	Zm00001d045232	abscisic acid biosynthesis
PWY-695	Zm00001d042076	abscisic acid biosynthesis
PWY-695	Zm00001d018819	abscisic acid biosynthesis
PWY-695	Zm00001d027592	abscisic acid biosynthesis
PWY-695	Zm00001d019813	abscisic acid biosynthesis
PWY-695	Zm00001d000095	abscisic acid biosynthesis
PWY-695	Zm00001d020069	abscisic acid biosynthesis
PWY-695	Zm00001d023690	abscisic acid biosynthesis
PWY-695	Zm00001d035724	abscisic acid biosynthesis
PWY-695	Zm00001d041319	abscisic acid biosynthesis
PWY-695	Zm00001d027690	abscisic acid biosynthesis
PWY-695	Zm00001d022623	abscisic acid biosynthesis
PWY-695	Zm00001d033222	abscisic acid biosynthesis
PWY-695	Zm00001d034385	abscisic acid biosynthesis
PWY-695	Zm00001d049277	abscisic acid biosynthesis
PWY-695	Zm00001d028806	abscisic acid biosynthesis
PWY-695	Zm00001d047698	abscisic acid biosynthesis
PWY-6922	Zm00001d010056	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d012391	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d038358	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d005299	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d029853	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d047124	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d033228	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d048407	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d027703	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-6922	Zm00001d024908	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis
PWY-5912	Zm00001d025528	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d028360	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d005932	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d003524	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d025057	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d000060	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d025533	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d007462	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d048736	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d053107	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d053281	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d016441	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d047658	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d033496	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d012829	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d022557	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d028887	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d047651	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d013655	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d028888	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d047656	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d047639	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d024754	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d009146	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d008175	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d010920	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d018517	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-5912	Zm00001d040697	2'-deoxymugineic acid phytosiderophore biosynthesis
PWY-1081	Zm00001d009667	homogalacturonan degradation
PWY-1081	Zm00001d040725	homogalacturonan degradation
PWY-1081	Zm00001d038874	homogalacturonan degradation
PWY-1081	Zm00001d009057	homogalacturonan degradation
PWY-1081	Zm00001d036816	homogalacturonan degradation
PWY-1081	Zm00001d018548	homogalacturonan degradation
PWY-1081	Zm00001d036818	homogalacturonan degradation
PWY-1081	Zm00001d015825	homogalacturonan degradation
PWY-1081	Zm00001d034551	homogalacturonan degradation
PWY-1081	Zm00001d044177	homogalacturonan degradation
PWY-1081	Zm00001d045974	homogalacturonan degradation
PWY-1081	Zm00001d036819	homogalacturonan degradation
PWY-1081	Zm00001d030583	homogalacturonan degradation
PWY-1081	Zm00001d013032	homogalacturonan degradation
PWY-1081	Zm00001d038875	homogalacturonan degradation
PWY-1081	Zm00001d011156	homogalacturonan degradation
PWY-1081	Zm00001d040965	homogalacturonan degradation
PWY-1081	Zm00001d002342	homogalacturonan degradation
PWY-1081	Zm00001d015821	homogalacturonan degradation
PWY-1081	Zm00001d034559	homogalacturonan degradation
PWY-1081	Zm00001d009341	homogalacturonan degradation
PWY-1081	Zm00001d036815	homogalacturonan degradation
PWY-1081	Zm00001d048079	homogalacturonan degradation
PWY-1081	Zm00001d036821	homogalacturonan degradation
PWY-1081	Zm00001d050149	homogalacturonan degradation
PWY-1081	Zm00001d042556	homogalacturonan degradation
PWY-1081	Zm00001d015129	homogalacturonan degradation
PWY-1081	Zm00001d011444	homogalacturonan degradation
PWY-1081	Zm00001d044110	homogalacturonan degradation
PWY-1081	Zm00001d040589	homogalacturonan degradation
PWY-1081	Zm00001d034552	homogalacturonan degradation
PWY-1081	Zm00001d009167	homogalacturonan degradation
PWY-1081	Zm00001d039668	homogalacturonan degradation
PWY-1081	Zm00001d036823	homogalacturonan degradation
PWY-1081	Zm00001d036822	homogalacturonan degradation
PWY-1081	Zm00001d031434	homogalacturonan degradation
PWY-1081	Zm00001d048648	homogalacturonan degradation
PWY-1081	Zm00001d043509	homogalacturonan degradation
PWY-1081	Zm00001d002726	homogalacturonan degradation
PWY-1081	Zm00001d038794	homogalacturonan degradation
PWY-1081	Zm00001d007211	homogalacturonan degradation
PWY-1081	Zm00001d012766	homogalacturonan degradation
PWY-1081	Zm00001d022104	homogalacturonan degradation
PWY-1081	Zm00001d040650	homogalacturonan degradation
PWY-1081	Zm00001d010793	homogalacturonan degradation
PWY-7484	Zm00001d013759	phytocassanes biosynthesis, shared reactions
PWY-7484	Zm00001d033152	phytocassanes biosynthesis, shared reactions
PWY-7484	Zm00001d014121	phytocassanes biosynthesis, shared reactions
PWY-7484	Zm00001d042047	phytocassanes biosynthesis, shared reactions
PWY-7484	Zm00001d033139	phytocassanes biosynthesis, shared reactions
PWY-5070	Zm00001d039634	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
PWY-5070	Zm00001d037627	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
PWY-5070	Zm00001d007894	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
PWY-5070	Zm00001d034898	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
CYANCAT-PWY	Zm00001d032736	cyanate degradation
CYANCAT-PWY	Zm00001d044096	cyanate degradation
PWY0-662	Zm00001d051634	PRPP biosynthesis I
PWY0-662	Zm00001d015115	PRPP biosynthesis I
PWY0-662	Zm00001d043600	PRPP biosynthesis I
PWY0-662	Zm00001d027256	PRPP biosynthesis I
PWY0-662	Zm00001d046742	PRPP biosynthesis I
PWY0-662	Zm00001d017833	PRPP biosynthesis I
PWY-6554	Zm00001d014054	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d008767	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d016647	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d033144	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d002922	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d011441	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d025540	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d047994	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d030194	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d033853	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d021170	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d030083	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d050510	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d016470	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d033907	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d001974	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-6554	Zm00001d026514	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)
PWY-5365	Zm00001d025243	linear furanocoumarin biosynthesis
PWY1F-353	Zm00001d032257	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d044058	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d040585	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d053904	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d050339	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d025626	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d053791	glycine betaine biosynthesis III (plants)
PWY1F-353	Zm00001d036496	glycine betaine biosynthesis III (plants)
PWY-6556	Zm00001d005343	pyrimidine ribonucleosides salvage II
PWY-6556	Zm00001d031958	pyrimidine ribonucleosides salvage II
PWY-6556	Zm00001d052029	pyrimidine ribonucleosides salvage II
PWY-6556	Zm00001d049948	pyrimidine ribonucleosides salvage II
PWY-6556	Zm00001d043674	pyrimidine ribonucleosides salvage II
PWY-6556	Zm00001d011710	pyrimidine ribonucleosides salvage II
GLYSYN2-PWY	Zm00001d031403	glycine biosynthesis
GLYSYN2-PWY	Zm00001d031402	glycine biosynthesis
GLYSYN2-PWY	Zm00001d031364	glycine biosynthesis
GLYSYN2-PWY	Zm00001d031379	glycine biosynthesis
GLYSYN2-PWY	Zm00001d031349	glycine biosynthesis
GLYSYN2-PWY	Zm00001d025862	glycine biosynthesis
GLYSYN2-PWY	Zm00001d045653	glycine biosynthesis
GLYSYN2-PWY	Zm00001d003053	glycine biosynthesis
GLYSYN2-PWY	Zm00001d005608	glycine biosynthesis
GLYSYN2-PWY	Zm00001d003059	glycine biosynthesis
GLYSYN2-PWY	Zm00001d003058	glycine biosynthesis
GLYSYN2-PWY	Zm00001d029237	glycine biosynthesis
GLYSYN2-PWY	Zm00001d018639	glycine biosynthesis
GLYSYN2-PWY	Zm00001d040457	glycine biosynthesis
GLYSYN2-PWY	Zm00001d012247	glycine biosynthesis
GLYSYN2-PWY	Zm00001d007237	glycine biosynthesis
GLYSYN2-PWY	Zm00001d030859	glycine biosynthesis
GLYSYN2-PWY	Zm00001d002554	glycine biosynthesis
GLYSYN2-PWY	Zm00001d042661	glycine biosynthesis
GLYSYN2-PWY	Zm00001d049234	glycine biosynthesis
GLYSYN2-PWY	Zm00001d009738	glycine biosynthesis
PWY-762	Zm00001d000020	phospholipid desaturation
PWY-762	Zm00001d000016	phospholipid desaturation
PWY-762	Zm00001d007228	phospholipid desaturation
PWY-762	Zm00001d028742	phospholipid desaturation
PWY-762	Zm00001d047743	phospholipid desaturation
PWY-762	Zm00001d032156	phospholipid desaturation
PWY-6952	Zm00001d024967	glycerophosphodiester degradation
PWY-6952	Zm00001d008485	glycerophosphodiester degradation
PWY-6952	Zm00001d022067	glycerophosphodiester degradation
PWY-6952	Zm00001d039923	glycerophosphodiester degradation
PWY-6952	Zm00001d040094	glycerophosphodiester degradation
PWY-6952	Zm00001d022153	glycerophosphodiester degradation
PWY-6952	Zm00001d008585	glycerophosphodiester degradation
PWY-6952	Zm00001d008466	glycerophosphodiester degradation
PWY-6952	Zm00001d024962	glycerophosphodiester degradation
PWY-6952	Zm00001d053812	glycerophosphodiester degradation
PWY-6952	Zm00001d003924	glycerophosphodiester degradation
PWY-6952	Zm00001d008465	glycerophosphodiester degradation
PWY-6952	Zm00001d052875	glycerophosphodiester degradation
PWY-6952	Zm00001d039920	glycerophosphodiester degradation
PWY-6952	Zm00001d012677	glycerophosphodiester degradation
PWY-6952	Zm00001d011628	glycerophosphodiester degradation
PWY-6952	Zm00001d017036	glycerophosphodiester degradation
PWY-6952	Zm00001d008462	glycerophosphodiester degradation
PWY-6952	Zm00001d030927	glycerophosphodiester degradation
PWY-6952	Zm00001d024961	glycerophosphodiester degradation
PWY-6952	Zm00001d008477	glycerophosphodiester degradation
PWY-6952	Zm00001d018136	glycerophosphodiester degradation
PWY-6952	Zm00001d008461	glycerophosphodiester degradation
PWY-6952	Zm00001d008488	glycerophosphodiester degradation
PWY-6952	Zm00001d008457	glycerophosphodiester degradation
PWY-6952	Zm00001d008467	glycerophosphodiester degradation
PWY-6952	Zm00001d016588	glycerophosphodiester degradation
PWY-6952	Zm00001d025670	glycerophosphodiester degradation
PWY-6952	Zm00001d008489	glycerophosphodiester degradation
PWY-6952	Zm00001d008586	glycerophosphodiester degradation
PWY-6952	Zm00001d039921	glycerophosphodiester degradation
PWY-6952	Zm00001d011629	glycerophosphodiester degradation
PWY-6952	Zm00001d031412	glycerophosphodiester degradation
PWY-6952	Zm00001d008468	glycerophosphodiester degradation
PWY-6952	Zm00001d008487	glycerophosphodiester degradation
PWY-6952	Zm00001d015609	glycerophosphodiester degradation
PWY-6952	Zm00001d033187	glycerophosphodiester degradation
PWY-6952	Zm00001d050917	glycerophosphodiester degradation
PWY-6952	Zm00001d048970	glycerophosphodiester degradation
PWY-6952	Zm00001d017149	glycerophosphodiester degradation
PWY-6952	Zm00001d008479	glycerophosphodiester degradation
PWY-6952	Zm00001d008458	glycerophosphodiester degradation
PWY-6952	Zm00001d031653	glycerophosphodiester degradation
PWY-4983	Zm00001d047667	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d024048	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d023884	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d015531	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d033409	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d030534	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d054079	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d033408	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d020256	nitric oxide biosynthesis II (mammals)
PWY-4983	Zm00001d052423	nitric oxide biosynthesis II (mammals)
PWY-6121	Zm00001d037770	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d010376	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d007656	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d002003	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d033775	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d003658	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d038859	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d009411	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d010197	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d042673	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6121	Zm00001d038332	5-aminoimidazole ribonucleotide biosynthesis I
PWY-5686	Zm00001d026610	UMP biosynthesis I
PWY-5686	Zm00001d042090	UMP biosynthesis I
PWY-5686	Zm00001d037208	UMP biosynthesis I
PWY-5686	Zm00001d042088	UMP biosynthesis I
PWY-5686	Zm00001d011855	UMP biosynthesis I
PWY-5686	Zm00001d011436	UMP biosynthesis I
PWY-5686	Zm00001d048910	UMP biosynthesis I
PWY-5686	Zm00001d043445	UMP biosynthesis I
PWY-5686	Zm00001d024203	UMP biosynthesis I
PWY-5686	Zm00001d050187	UMP biosynthesis I
PWY-5686	Zm00001d044250	UMP biosynthesis I
PWY-5686	Zm00001d017790	UMP biosynthesis I
PWY-5686	Zm00001d051586	UMP biosynthesis I
PWY-5686	Zm00001d011192	UMP biosynthesis I
PWY-5203	Zm00001d006684	soybean saponin I biosynthesis
PWY-5203	Zm00001d042740	soybean saponin I biosynthesis
PWY-5203	Zm00001d019107	soybean saponin I biosynthesis
PWY-5203	Zm00001d006446	soybean saponin I biosynthesis
PWY-5203	Zm00001d042739	soybean saponin I biosynthesis
PWY-5203	Zm00001d033320	soybean saponin I biosynthesis
PWY-5203	Zm00001d017035	soybean saponin I biosynthesis
PWY-5203	Zm00001d016759	soybean saponin I biosynthesis
PWY-5203	Zm00001d030814	soybean saponin I biosynthesis
PWY-5203	Zm00001d014695	soybean saponin I biosynthesis
PWY-5203	Zm00001d030822	soybean saponin I biosynthesis
PWY-5203	Zm00001d030818	soybean saponin I biosynthesis
PWY-5147	Zm00001d047663	oleate biosynthesis I (plants)
PWY-5147	Zm00001d035070	oleate biosynthesis I (plants)
PWY-5147	Zm00001d028868	oleate biosynthesis I (plants)
PWY-5147	Zm00001d052485	oleate biosynthesis I (plants)
PWY-5147	Zm00001d023238	oleate biosynthesis I (plants)
PWY-5147	Zm00001d043851	oleate biosynthesis I (plants)
PWY-5147	Zm00001d053009	oleate biosynthesis I (plants)
PWY-5147	Zm00001d046915	oleate biosynthesis I (plants)
PWY-5147	Zm00001d043484	oleate biosynthesis I (plants)
PWY-5147	Zm00001d010943	oleate biosynthesis I (plants)
PWY-5147	Zm00001d044016	oleate biosynthesis I (plants)
PWY-5147	Zm00001d043376	oleate biosynthesis I (plants)
PWY-5147	Zm00001d023538	oleate biosynthesis I (plants)
PWY-5147	Zm00001d023351	oleate biosynthesis I (plants)
PWY-5147	Zm00001d005019	oleate biosynthesis I (plants)
PWY-5147	Zm00001d045295	oleate biosynthesis I (plants)
PWY-5147	Zm00001d052399	oleate biosynthesis I (plants)
PWY-5147	Zm00001d039274	oleate biosynthesis I (plants)
PWY-5147	Zm00001d003702	oleate biosynthesis I (plants)
PWY-5147	Zm00001d024723	oleate biosynthesis I (plants)
PWY-5147	Zm00001d053127	oleate biosynthesis I (plants)
PWY-5147	Zm00001d006080	oleate biosynthesis I (plants)
PWY-5147	Zm00001d029902	oleate biosynthesis I (plants)
PWY-5147	Zm00001d021046	oleate biosynthesis I (plants)
PWY-5147	Zm00001d026569	oleate biosynthesis I (plants)
PWY-5147	Zm00001d029901	oleate biosynthesis I (plants)
PWY-5147	Zm00001d045387	oleate biosynthesis I (plants)
PWY-5147	Zm00001d046454	oleate biosynthesis I (plants)
PWY-5147	Zm00001d005148	oleate biosynthesis I (plants)
PWY-5147	Zm00001d021004	oleate biosynthesis I (plants)
PWY-5147	Zm00001d036137	oleate biosynthesis I (plants)
PWY-5147	Zm00001d036919	oleate biosynthesis I (plants)
PWY-5147	Zm00001d014498	oleate biosynthesis I (plants)
PWY-5147	Zm00001d024273	oleate biosynthesis I (plants)
PWY-5147	Zm00001d042344	oleate biosynthesis I (plants)
PWY-5147	Zm00001d012033	oleate biosynthesis I (plants)
PWY-5147	Zm00001d025170	oleate biosynthesis I (plants)
PWY-5147	Zm00001d025262	oleate biosynthesis I (plants)
PWY-5147	Zm00001d023247	oleate biosynthesis I (plants)
PWY-5147	Zm00001d050552	oleate biosynthesis I (plants)
PWY-5147	Zm00001d030328	oleate biosynthesis I (plants)
PWY-5147	Zm00001d021059	oleate biosynthesis I (plants)
PWY-5147	Zm00001d030165	oleate biosynthesis I (plants)
PWY-5147	Zm00001d004019	oleate biosynthesis I (plants)
PWY-5147	Zm00001d012221	oleate biosynthesis I (plants)
PWY-5115	Zm00001d048954	GDP-L-galactose biosynthesis
PWY-5115	Zm00001d032950	GDP-L-galactose biosynthesis
PWY-6012	Zm00001d027319	acyl carrier protein metabolism
PWY-6012	Zm00001d052437	acyl carrier protein metabolism
GLUCONEO-PWY	Zm00001d010482	gluconeogenesis I
GLUCONEO-PWY	Zm00001d034256	gluconeogenesis I
GLUCONEO-PWY	Zm00001d014644	gluconeogenesis I
GLUCONEO-PWY	Zm00001d005925	gluconeogenesis I
GLUCONEO-PWY	Zm00001d020771	gluconeogenesis I
GLUCONEO-PWY	Zm00001d044042	gluconeogenesis I
GLUCONEO-PWY	Zm00001d034241	gluconeogenesis I
GLUCONEO-PWY	Zm00001d022229	gluconeogenesis I
GLUCONEO-PWY	Zm00001d041243	gluconeogenesis I
GLUCONEO-PWY	Zm00001d014030	gluconeogenesis I
GLUCONEO-PWY	Zm00001d050409	gluconeogenesis I
GLUCONEO-PWY	Zm00001d019330	gluconeogenesis I
GLUCONEO-PWY	Zm00001d032187	gluconeogenesis I
GLUCONEO-PWY	Zm00001d002741	gluconeogenesis I
GLUCONEO-PWY	Zm00001d039089	gluconeogenesis I
GLUCONEO-PWY	Zm00001d009640	gluconeogenesis I
GLUCONEO-PWY	Zm00001d032695	gluconeogenesis I
GLUCONEO-PWY	Zm00001d021546	gluconeogenesis I
GLUCONEO-PWY	Zm00001d013911	gluconeogenesis I
GLUCONEO-PWY	Zm00001d009835	gluconeogenesis I
GLUCONEO-PWY	Zm00001d006221	gluconeogenesis I
GLUCONEO-PWY	Zm00001d033237	gluconeogenesis I
GLUCONEO-PWY	Zm00001d039865	gluconeogenesis I
GLUCONEO-PWY	Zm00001d030216	gluconeogenesis I
GLUCONEO-PWY	Zm00001d024005	gluconeogenesis I
GLUCONEO-PWY	Zm00001d021310	gluconeogenesis I
GLUCONEO-PWY	Zm00001d008619	gluconeogenesis I
GLUCONEO-PWY	Zm00001d012407	gluconeogenesis I
GLUCONEO-PWY	Zm00001d040375	gluconeogenesis I
GLUCONEO-PWY	Zm00001d029307	gluconeogenesis I
GLUCONEO-PWY	Zm00001d000316	gluconeogenesis I
GLUCONEO-PWY	Zm00001d010358	gluconeogenesis I
GLUCONEO-PWY	Zm00001d037693	gluconeogenesis I
GLUCONEO-PWY	Zm00001d003090	gluconeogenesis I
GLUCONEO-PWY	Zm00001d037961	gluconeogenesis I
GLUCONEO-PWY	Zm00001d011289	gluconeogenesis I
GLUCONEO-PWY	Zm00001d042392	gluconeogenesis I
GLUCONEO-PWY	Zm00001d036873	gluconeogenesis I
GLUCONEO-PWY	Zm00001d043601	gluconeogenesis I
GLUCONEO-PWY	Zm00001d034292	gluconeogenesis I
GLUCONEO-PWY	Zm00001d039633	gluconeogenesis I
GLUCONEO-PWY	Zm00001d004962	gluconeogenesis I
GLUCONEO-PWY	Zm00001d012764	gluconeogenesis I
GLUCONEO-PWY	Zm00001d051182	gluconeogenesis I
GLUCONEO-PWY	Zm00001d008318	gluconeogenesis I
GLUCONEO-PWY	Zm00001d026192	gluconeogenesis I
GLUCONEO-PWY	Zm00001d047893	gluconeogenesis I
GLUCONEO-PWY	Zm00001d029398	gluconeogenesis I
GLUCONEO-PWY	Zm00001d028471	gluconeogenesis I
GLUCONEO-PWY	Zm00001d041588	gluconeogenesis I
GLUCONEO-PWY	Zm00001d047843	gluconeogenesis I
GLUCONEO-PWY	Zm00001d005345	gluconeogenesis I
GLUCONEO-PWY	Zm00001d028554	gluconeogenesis I
GLUCONEO-PWY	Zm00001d036086	gluconeogenesis I
GLUCONEO-PWY	Zm00001d028556	gluconeogenesis I
GLUCONEO-PWY	Zm00001d014104	gluconeogenesis I
GLUCONEO-PWY	Zm00001d020309	gluconeogenesis I
GLUCONEO-PWY	Zm00001d005674	gluconeogenesis I
GLUCONEO-PWY	Zm00001d000452	gluconeogenesis I
GLUCONEO-PWY	Zm00001d004765	gluconeogenesis I
GLUCONEO-PWY	Zm00001d030373	gluconeogenesis I
GLUCONEO-PWY	Zm00001d045431	gluconeogenesis I
GLUCONEO-PWY	Zm00001d037152	gluconeogenesis I
GLUCONEO-PWY	Zm00001d029025	gluconeogenesis I
GLUCONEO-PWY	Zm00001d041697	gluconeogenesis I
GLUCONEO-PWY	Zm00001d039777	gluconeogenesis I
GLUCONEO-PWY	Zm00001d036858	gluconeogenesis I
GLUCONEO-PWY	Zm00001d012518	gluconeogenesis I
GLUCONEO-PWY	Zm00001d023880	gluconeogenesis I
GLUCONEO-PWY	Zm00001d043086	gluconeogenesis I
GLUCONEO-PWY	Zm00001d018021	gluconeogenesis I
GLUCONEO-PWY	Zm00001d037501	gluconeogenesis I
GLUCONEO-PWY	Zm00001d010672	gluconeogenesis I
GLUCONEO-PWY	Zm00001d032867	gluconeogenesis I
GLUCONEO-PWY	Zm00001d043194	gluconeogenesis I
GLUCONEO-PWY	Zm00001d015376	gluconeogenesis I
GLUCONEO-PWY	Zm00001d038579	gluconeogenesis I
GLUCONEO-PWY	Zm00001d009524	gluconeogenesis I
GLUCONEO-PWY	Zm00001d027488	gluconeogenesis I
GLUCONEO-PWY	Zm00001d015383	gluconeogenesis I
GLUCONEO-PWY	Zm00001d003429	gluconeogenesis I
GLUCONEO-PWY	Zm00001d021798	gluconeogenesis I
GLUCONEO-PWY	Zm00001d049641	gluconeogenesis I
GLUCONEO-PWY	Zm00001d025607	gluconeogenesis I
GLUCONEO-PWY	Zm00001d016297	gluconeogenesis I
GLUCONEO-PWY	Zm00001d053798	gluconeogenesis I
GLUCONEO-PWY	Zm00001d024575	gluconeogenesis I
GLUCONEO-PWY	Zm00001d006862	gluconeogenesis I
GLUCONEO-PWY	Zm00001d051001	gluconeogenesis I
GLUCONEO-PWY	Zm00001d019945	gluconeogenesis I
GLUCONEO-PWY	Zm00001d025599	gluconeogenesis I
GLUCONEO-PWY	Zm00001d017121	gluconeogenesis I
GLUCONEO-PWY	Zm00001d035156	gluconeogenesis I
GLUCONEO-PWY	Zm00001d015885	gluconeogenesis I
